Código Nacional;Grupo Econômico;media_ano;market_share;hhi_empresa
97;SURF TELECOM;3107,0;0,0043;0,1849
97;TELECOM AMERICAS;341599,44;0,475;2256,25
97;TELECOM ITALIA;136200,16;0,1894;358,72360000000003
97;TELEFONICA;165720,67;0,2304;530,8416
98;AMERICA NET;3,0;0,0;0,0
98;DATORA;3324,4;0,0006;0,0035999999999999995
98;OI;1372706,95;0,2514;632,0196
98;OUTROS;21688,21;0,004;0,16
98;SURF TELECOM;3519,0;0,0006;0,0035999999999999995
98;TELECOM AMERICAS;1456636,83;0,2667;711,2889
98;TELECOM ITALIA;916890,38;0,1679;281,90409999999997
98;TELEFONICA;1686246,74;0,3088;953,5744000000002
99;AMERICA NET;2,0;0,0;0,0
99;DATORA;145,0;0,0001;0,0001
99;OI;507381,61;0,1788;319,6944
99;OUTROS;8688,78;0,0031;0,09609999999999999
99;SURF TELECOM;3023,0;0,0011;0,012100000000000001
99;TELECOM AMERICAS;836953,0;0,2949;869,6600999999999
99;TELECOM ITALIA;884458,68;0,3116;970,9456
99;TELEFONICA;597819,24;0,2106;443,5236000000001
