Código Nacional;Grupo Econômico;media_ano;market_share;hhi_empresa
17;AMERICA NET;4774,0;0,0016;0,0256
17;DATORA;38403,12;0,0132;1,7424
17;OUTROS;43142,11;0,0148;2,1904000000000003
17;SURF TELECOM;6916,19;0,0024;0,05759999999999999
17;TELECOM AMERICAS;1044923,19;0,3597;1293,8409000000001
17;TELECOM ITALIA;595871,03;0,2051;420,6601
17;TELEFONICA;1120618,2;0,3857;1487,6449
18;AMERICA NET;24313,0;0,0102;1,0404000000000002
18;DATORA;33873,0;0,0142;2,0164000000000004
18;OUTROS;30693,31;0,0129;1,6641
18;SURF TELECOM;5318,719999999999;0,0022;0,048400000000000006
18;TELECOM AMERICAS;500723,24;0,2105;443,10249999999996
18;TELECOM ITALIA;419233,45;0,1763;310,81690000000003
18;TELEFONICA;1364380,56;0,5736;3290,1696
19;AMERICA NET;13786,46;0,0015;0,0225
19;DATORA;106156,0;0,0118;1,3924
19;OUTROS;50249,979999999996;0,0056;0,3136
19;SURF TELECOM;17519,260000000002;0,0019;0,0361
19;TELECOM AMERICAS;3744623,48;0,4156;1727,2336000000003
19;TELECOM ITALIA;1940015,46;0,2153;463,5408999999999
19;TELEFONICA;3137347,07;0,3482;1212,4324
21;AMERICA NET;1508,27;0,0001;0,0001
21;DATORA;184719,75;0,0118;1,3924
21;OUTROS;11328,65;0,0007;0,0049
21;SURF TELECOM;50945,23;0,0033;0,1089
21;TELECOM AMERICAS;6322831,05;0,404;1632,1600000000003
21;TELECOM ITALIA;4628405,09;0,2958;874,9764
21;TELEFONICA;4449051,58;0,2843;808,2649
22;AMERICA NET;207,85999999999999;0,0001;0,0001
22;DATORA;17583,0;0,006;0,36
22;OUTROS;5569,26;0,0019;0,0361
22;SURF TELECOM;44642,17;0,0151;2,2801
22;TELECOM AMERICAS;622030,1;0,211;445,21
22;TELECOM ITALIA;592416,72;0,201;404,01000000000005
22;TELEFONICA;1665156,79;0,5649;3191,1200999999996
24;AMERICA NET;1883,6200000000001;0,0009;0,0081
24;DATORA;17380,0;0,0086;0,7396
24;OUTROS;7126,23;0,0035;0,12250000000000001
24;SURF TELECOM;21440,63;0,0106;1,1236
24;TELECOM AMERICAS;721088,38;0,3575;1278,0624999999998
24;TELECOM ITALIA;410909,33;0,2037;414,9369
24;TELEFONICA;837072,37;0,415;1722,25
27;AMERICA NET;1264,62;0,0003;0,0008999999999999999
27;DATORA;5732,88;0,0015;0,0225
27;OUTROS;2381,37;0,0006;0,0035999999999999995
27;SURF TELECOM;5767,48;0,0015;0,0225
27;TELECOM AMERICAS;855433,66;0,2251;506,70009999999996
27;TELECOM ITALIA;179022,57;0,0471;22,1841
27;TELEFONICA;2750923,88;0,7238;5238,8643999999995
28;AMERICA NET;1,62;0,0;0,0
28;DATORA;68,0;0,0001;0,0001
28;OUTROS;28,11;0,0;0,0
28;SURF TELECOM;2695,6400000000003;0,0036;0,1296
28;TELECOM AMERICAS;84215,56;0,1139;129,7321
28;TELECOM ITALIA;26103,99;0,0353;12,460899999999999
28;TELEFONICA;626212,94;0,847;7174,089999999999
31;AMERICA NET;3101,0299999999997;0,0003;0,0008999999999999999
31;DATORA;145712,12;0,0151;2,2801
31;OUTROS;9981,36;0,001;0,01
31;SURF TELECOM;18904,01;0,002;0,04
31;TELECOM AMERICAS;2989107,09;0,3101;961,6200999999999
31;TELECOM ITALIA;1883614,21;0,1954;381,8116
31;TELEFONICA;4588986,39;0,4761;2266,7121
32;AMERICA NET;4,12;0,0;0,0
32;DATORA;9660,38;0,0043;0,1849
32;EB FIBRA;13,0;0,0;0,0
32;OUTROS;360,74;0,0002;0,0004
32;SURF TELECOM;4540,95;0,002;0,04
32;TELECOM AMERICAS;447862,14999999997;0,2009;403,6081
32;TELECOM ITALIA;591021,54;0,2651;702,7801000000001
32;TELEFONICA;1176064,59;0,5275;2782,5625
33;AMERICA NET;36,76;0,0;0,0
33;DATORA;9688,25;0,0048;0,23039999999999997
33;EB FIBRA;14,0;0,0;0,0
33;OUTROS;251,82;0,0001;0,0001
33;SURF TELECOM;3222,5299999999997;0,0016;0,0256
33;TELECOM AMERICAS;517123,73;0,2561;655,8720999999999
33;TELECOM ITALIA;219900,61000000002;0,1089;118,59209999999999
33;TELEFONICA;1269270,8;0,6285;3950,1224999999995
34;ALGAR (CTBC TELECOM);943092,08;0,3033;919,9089
34;AMERICA NET;22,759999999999998;0,0;0,0
34;DATORA;14163,25;0,0046;0,2116
34;OUTROS;516,6700000000001;0,0002;0,0004
34;SURF TELECOM;5605,69;0,0018;0,0324
34;TELECOM AMERICAS;516283,42;0,166;275,56000000000006
34;TELECOM ITALIA;614592,76;0,1977;390,8528999999999
34;TELEFONICA;1015149,44;0,3265;1066,0225
35;ALGAR (CTBC TELECOM);19306,07;0,0062;0,38439999999999996
35;AMERICA NET;1791,23;0,0006;0,0035999999999999995
35;DATORA;17561,0;0,0056;0,3136
35;OUTROS;868,16;0,0003;0,0008999999999999999
35;SURF TELECOM;19327,86;0,0062;0,38439999999999996
35;TELECOM AMERICAS;548459,6;0,1764;311,1696
35;TELECOM ITALIA;541028,83;0,174;302,76
35;TELEFONICA;1961694,43;0,6308;3979,0864
37;ALGAR (CTBC TELECOM);92611,95;0,0602;36,240399999999994
37;AMERICA NET;21,369999999999997;0,0;0,0
37;DATORA;9690,25;0,0063;0,39690000000000003
37;EB FIBRA;10,0;0,0;0,0
37;OUTROS;65,87;0,0;0,0
37;SURF TELECOM;4819,54;0,0031;0,09609999999999999
37;TELECOM AMERICAS;158681,99;0,1032;106,5024
37;TELECOM ITALIA;262177,74;0,1704;290,3616
37;TELEFONICA;1010215,84;0,6567;4312,5489
38;ALGAR (CTBC TELECOM);0,37;0,0;0,0
38;AMERICA NET;38,769999999999996;0,0;0,0
38;DATORA;9801,12;0,0041;0,16810000000000003
38;OUTROS;115,23;0,0;0,0
38;SURF TELECOM;3434,63;0,0015;0,0225
38;TELECOM AMERICAS;324494,97;0,1372;188,23839999999998
38;TELECOM ITALIA;439102,9;0,1856;344,4736
38;TELEFONICA;1588417,55;0,6715;4509,1224999999995
41;AMERICA NET;2360,9799999999996;0,0004;0,0016
41;DATORA;57313,259999999995;0,0109;1,1881
41;OUTROS;2274,5;0,0004;0,0016
41;SURF TELECOM;22579,63;0,0043;0,1849
41;TELECOM AMERICAS;1362789,05;0,2589;670,2921
41;TELECOM ITALIA;2374401,73;0,451;2034,01
41;TELEFONICA;1442542,19;0,274;750,7600000000002
42;AMERICA NET;1556,64;0,0009;0,0081
42;DATORA;9813,25;0,006;0,36
42;EB FIBRA;12,0;0,0;0,0
42;OUTROS;226,63;0,0001;0,0001
42;SURF TELECOM;12981,44;0,0079;0,6241000000000001
42;TELECOM AMERICAS;312829,75;0,1906;363,2836
42;TELECOM ITALIA;944014,44;0,5753;3309,7009000000003
42;TELEFONICA;359534,17;0,2191;480,0481
43;AMERICA NET;784,5;0,0003;0,0008999999999999999
43;DATORA;9721,62;0,0042;0,17639999999999997
43;LIGGA TELECOM;37291,26;0,0161;2,5921
43;OUTROS;807,37;0,0003;0,0008999999999999999
43;SURF TELECOM;21369,86;0,0092;0,8464
43;TELECOM AMERICAS;588917,8;0,2538;644,1444000000001
43;TELECOM ITALIA;1124652,72;0,4847;2349,3409
43;TELEFONICA;536883,09;0,2314;535,4595999999999
44;AMERICA NET;6,62;0,0;0,0
44;DATORA;9876,75;0,0043;0,1849
44;EB FIBRA;19,0;0,0;0,0
44;OUTROS;586,88;0,0003;0,0008999999999999999
44;SURF TELECOM;33341,66;0,0145;2,1025
44;TELECOM AMERICAS;399185,28;0,1733;300,32890000000003
44;TELECOM ITALIA;1376095,8699999999;0,5975;3570,0625000000005
44;TELEFONICA;483951,25;0,2101;441,42010000000005
45;AMERICA NET;16,0;0,0;0,0
45;DATORA;9949,62;0,0071;0,5041000000000001
45;EB FIBRA;11,0;0,0;0,0
45;OUTROS;391,88;0,0003;0,0008999999999999999
45;SURF TELECOM;24003,7;0,0172;2,9584
45;TELECOM AMERICAS;243438,7;0,1744;304,1536
45;TELECOM ITALIA;832672,32;0,5964;3556,9296000000004
45;TELEFONICA;285574,76;0,2046;418,6116
46;AMERICA NET;85,62;0,0001;0,0001
46;DATORA;13277,87;0,0203;4,1209
46;OUTROS;114,33999999999999;0,0002;0,0004
46;SURF TELECOM;14772,64;0,0226;5,1076
46;TELECOM AMERICAS;110347,52;0,1686;284,2596
46;TELECOM ITALIA;364451,14;0,5568;3100,2623999999996
46;TELEFONICA;151453,02;0,2314;535,4595999999999
47;AMERICA NET;739,74;0,0002;0,0004
47;DATORA;11396,62;0,0028;0,0784
47;OUTROS;4374,77;0,0011;0,012100000000000001
47;SURF TELECOM;15889,44;0,0039;0,15209999999999999
47;TELECOM AMERICAS;981113,66;0,2411;581,2921000000001
47;TELECOM ITALIA;1708250,65;0,4198;1762,3204
47;TELEFONICA;1347631,83;0,3312;1096,9344
47;UNIFIQUE;10,21;0,0;0,0
48;AMERICA NET;228,62;0,0001;0,0001
48;DATORA;24460,5;0,008;0,64
48;OUTROS;3270,6;0,0011;0,012100000000000001
48;SURF TELECOM;21276,24;0,007;0,49000000000000005
48;TELECOM AMERICAS;730075,78;0,2396;574,0816000000001
48;TELECOM ITALIA;1361656,96;0,4469;1997,1961000000001
48;TELEFONICA;906246,02;0,2974;884,4676
48;UNIFIQUE;0,12;0,0;0,0
49;AMERICA NET;1130,22;0,0006;0,0035999999999999995
49;DATORA;1661,37;0,0009;0,0081
49;OUTROS;870,0;0,0005;0,0025
49;SURF TELECOM;29156,18;0,0162;2,6243999999999996
49;TELECOM AMERICAS;442132,26;0,2463;606,6369
49;TELECOM ITALIA;834306,57;0,4647;2159,4609
49;TELEFONICA;486184,13;0,2708;733,3263999999999
51;AMERICA NET;1770,3799999999999;0,0002;0,0004
51;DATORA;96020,0;0,0134;1,7956000000000003
51;OUTROS;56256,240000000005;0,0079;0,6241000000000001
51;SURF TELECOM;13578,26;0,0019;0,0361
51;TELECOM AMERICAS;2427382,23;0,3398;1154,6404
51;TELECOM ITALIA;1065591,24;0,1492;222,60639999999998
51;TELEFONICA;3483593,83;0,4876;2377,5375999999997
51;UNIFIQUE;0,12;0,0;0,0
53;AMERICA NET;17,12;0,0;0,0
53;DATORA;18040,0;0,0153;2,3409
53;OUTROS;581,48;0,0005;0,0025
53;SURF TELECOM;3535,7400000000002;0,003;0,09
53;TELECOM AMERICAS;378413,69;0,3201;1024,6400999999998
53;TELECOM ITALIA;322240,18;0,2726;743,1076
53;TELEFONICA;459278,39;0,3885;1509,3225000000002
54;AMERICA NET;773,52;0,0003;0,0008999999999999999
54;DATORA;11023,25;0,0042;0,17639999999999997
54;OUTROS;2316,9900000000002;0,0009;0,0081
54;SURF TELECOM;5434,6900000000005;0,0021;0,04409999999999999
54;TELECOM AMERICAS;947321,72;0,364;1324,96
54;TELECOM ITALIA;292965,95;0,1126;126,78760000000001
54;TELEFONICA;1342671,5;0,5159;2661,5281
54;UNIFIQUE;0,12;0,0;0,0
55;AMERICA NET;845,24;0,0004;0,0016
55;OUTROS;6180,59;0,0028;0,0784
55;SURF TELECOM;4741,4;0,0021;0,04409999999999999
55;TELECOM AMERICAS;564973,33;0,2543;646,6849000000001
55;TELECOM ITALIA;299814,51;0,1349;181,98009999999996
55;TELEFONICA;1345296,64;0,6055;3666,3025000000007
55;UNIFIQUE;0,24;0,0;0,0
61;AMERICA NET;1061,75;0,0002;0,0004
61;DATORA;61836,38;0,0125;1,5625000000000002
61;OUTROS;1719,74;0,0003;0,0008999999999999999
61;SURF TELECOM;7311,12;0,0015;0,0225
61;TELECOM AMERICAS;2029822,8599999999;0,4107;1686,7449000000001
61;TELECOM ITALIA;1206544,66;0,2441;595,8481
61;TELEFONICA;1634646,79;0,3307;1093,6249
62;AMERICA NET;40,24;0,0;0,0
62;DATORA;39765,0;0,0075;0,5625
62;OUTROS;2034,0600000000002;0,0004;0,0016
62;SURF TELECOM;4505,93;0,0008;0,0064
62;TELECOM AMERICAS;2324016,98;0,437;1909,69
62;TELECOM ITALIA;1406283,22;0,2644;699,0736000000002
62;TELEFONICA;1541887,94;0,2899;840,4201
63;AMERICA NET;4,5;0,0;0,0
63;DATORA;9607,38;0,006;0,36
63;OUTROS;21,39;0,0;0,0
63;SURF TELECOM;2995,7299999999996;0,0019;0,0361
63;TELECOM AMERICAS;1034737,65;0,6493;4215,9048999999995
63;TELECOM ITALIA;307337,24;0,1929;372,1040999999999
63;TELEFONICA;238890,37;0,1499;224,70010000000002
64;ALGAR (CTBC TELECOM);48382,16;0,0258;6,6564
64;AMERICA NET;97,25;0,0001;0,0001
64;DATORA;735,12;0,0004;0,0016
64;OUTROS;139,26;0,0001;0,0001
64;SURF TELECOM;2643,7;0,0014;0,0196
64;TELECOM AMERICAS;881112,67;0,4695;2204,3025
64;TELECOM ITALIA;307158,67;0,1637;267,9769
64;TELEFONICA;636356,96;0,3391;1149,8881000000001
65;AMERICA NET;360,22;0,0002;0,0004
65;DATORA;505,38;0,0002;0,0004
65;OUTROS;170,24;0,0001;0,0001
65;SURF TELECOM;3348,75;0,0014;0,0196
65;TELECOM AMERICAS;835973,39;0,3544;1255,9936
65;TELECOM ITALIA;343147,12;0,1455;211,7025
65;TELEFONICA;1175486,09;0,4983;2483,0289000000002
66;AMERICA NET;81,12;0,0;0,0
66;DATORA;9628,0;0,0049;0,24009999999999998
66;OUTROS;74,12;0,0;0,0
66;SURF TELECOM;3512,95;0,0018;0,0324
66;TELECOM AMERICAS;489609,89;0,2468;609,1024
66;TELECOM ITALIA;356627,11;0,1798;323,28039999999993
66;TELEFONICA;1124355,11;0,5667;3211,4889
67;ALGAR (CTBC TELECOM);15906,380000000001;0,0051;0,26010000000000005
67;AMERICA NET;258,62;0,0001;0,0001
67;DATORA;3650,87;0,0012;0,014399999999999998
67;OUTROS;52,88;0,0;0,0
67;SURF TELECOM;5019,22;0,0016;0,0256
67;TELECOM AMERICAS;1149189,84;0,3675;1350,5625
67;TELECOM ITALIA;437340,73;0,1398;195,4404
67;TELEFONICA;1515815,03;0,4847;2349,3409
68;DATORA;1365,0;0,0016;0,0256
68;OUTROS;0,75;0,0;0,0
68;SURF TELECOM;3474,6099999999997;0,004;0,16
68;TELECOM AMERICAS;433875,0;0,4982;2482,0323999999996
68;TELECOM ITALIA;78440,8;0,0901;81,1801
68;TELEFONICA;353789,24;0,4062;1649,9844
69;AMERICA NET;2,25;0,0;0,0
69;DATORA;1235,12;0,0007;0,0049
69;OUTROS;3,88;0,0;0,0
69;SURF TELECOM;4020,58;0,0023;0,0529
69;TELECOM AMERICAS;1076674,6;0,6109;3731,9881
69;TELECOM ITALIA;292997,79;0,1663;276,5569
69;TELEFONICA;387393,88;0,2198;483,1204
71;AMERICA NET;899,51;0,0002;0,0004
71;DATORA;25726,38;0,005;0,25
71;OUTROS;32502,36;0,0063;0,39690000000000003
71;SURF TELECOM;6659,139999999999;0,0013;0,0169
71;TELECOM AMERICAS;2361871,05;0,4587;2104,0569
71;TELECOM ITALIA;1191902,79;0,2315;535,9225000000001
71;TELEFONICA;1529846,3800000001;0,2971;882,6841
73;AMERICA NET;1,26;0,0;0,0
73;DATORA;9605,0;0,0042;0,17639999999999997
73;OUTROS;34119,87;0,0149;2,2201
73;SURF TELECOM;4964,13;0,0022;0,048400000000000006
73;TELECOM AMERICAS;679402,52;0,2966;879,7155999999999
73;TELECOM ITALIA;613372,13;0,2678;717,1683999999999
73;TELEFONICA;948912,02;0,4143;1716,4449000000002
74;DATORA;9604,0;0,0071;0,5041000000000001
74;OUTROS;41843,62;0,0309;9,5481
74;SURF TELECOM;3479,1200000000003;0,0026;0,0676
74;TELECOM AMERICAS;476782,3;0,352;1239,04
74;TELECOM ITALIA;168009,27;0,124;153,76
74;TELEFONICA;654888,85;0,4835;2337,7225
75;AMERICA NET;75,64;0,0;0,0
75;DATORA;14419,25;0,004;0,16
75;OUTROS;45536,450000000004;0,0125;1,5625000000000002
75;SURF TELECOM;4639,13;0,0013;0,0169
75;TELECOM AMERICAS;1175441,57;0,3232;1044,5824
75;TELECOM ITALIA;1096450,53;0,3015;909,0224999999999
75;TELEFONICA;1300501,32;0,3576;1278,7776
77;AMERICA NET;5,24;0,0;0,0
77;DATORA;10235,38;0,0046;0,2116
77;OUTROS;38239,659999999996;0,0172;2,9584
77;SURF TELECOM;25446,1;0,0114;1,2996
77;TELECOM AMERICAS;697069,0;0,3132;980,9423999999999
77;TELECOM ITALIA;348215,88;0,1564;244,60960000000003
77;TELEFONICA;1106703,64;0,4972;2472,0784
79;AMERICA NET;13,5;0,0;0,0
79;DATORA;9635,0;0,0043;0,1849
79;OUTROS;32,37;0,0;0,0
79;SURF TELECOM;3856,61;0,0017;0,0289
79;TELECOM AMERICAS;497658,37;0,221;488,41
79;TELECOM ITALIA;179315,8;0,0796;63,3616
79;TELEFONICA;1561782,1;0,6934;4808,0356
81;AMERICA NET;14,620000000000001;0,0;0,0
81;DATORA;31662,0;0,0041;0,16810000000000003
81;OUTROS;4650,61;0,0006;0,0035999999999999995
81;SURF TELECOM;6697,57;0,0009;0,0081
81;TELECOM AMERICAS;2883073,95;0,3765;1417,5225
81;TELECOM ITALIA;2023640,05;0,2642;698,0164
81;TELEFONICA;2708735,05;0,3537;1251,0369000000003
82;AMERICA NET;4,0;0,0;0,0
82;DATORA;10093,75;0,0034;0,1156
82;OUTROS;178,26;0,0001;0,0001
82;SURF TELECOM;4563,62;0,0015;0,0225
82;TELECOM AMERICAS;967087,2;0,3226;1040,7076
82;TELECOM ITALIA;978787,58;0,3265;1066,0225
82;TELEFONICA;1037009,09;0,3459;1196,4680999999998
83;AMERICA NET;30,11;0,0;0,0
83;DATORA;33620,0;0,0085;0,7225
83;OUTROS;1650,2400000000002;0,0004;0,0016
83;SURF TELECOM;6060,39;0,0015;0,0225
83;TELECOM AMERICAS;1085898,95;0,2757;760,1049
83;TELECOM ITALIA;1329365,52;0,3375;1139,0625000000002
83;TELEFONICA;1482029,49;0,3763;1416,0169000000003
84;AMERICA NET;7,62;0,0;0,0
84;DATORA;27617,0;0,0084;0,7055999999999999
84;OUTROS;274,02000000000004;0,0001;0,0001
84;SURF TELECOM;9396,79;0,0028;0,0784
84;TELECOM AMERICAS;988702,98;0,2995;897,0024999999999
84;TELECOM ITALIA;1237531,04;0,3749;1405,5001
84;TELEFONICA;1037376,9;0,3143;987,8449000000002
85;AMERICA NET;2,75;0,0;0,0
85;DATORA;49653,0;0,0086;0,7396
85;OUTROS;5144,400000000001;0,0009;0,0081
85;SURF TELECOM;4132,0;0,0007;0,0049
85;TELECOM AMERICAS;1805462,44;0,312;973,44
85;TELECOM ITALIA;1640179,39;0,2835;803,7225
85;TELEFONICA;2281265,58;0,3943;1554,7249
86;AMERICA NET;1,38;0,0;0,0
86;DATORA;603,0;0,0003;0,0008999999999999999
86;OUTROS;15,75;0,0;0,0
86;SURF TELECOM;3409,21;0,0016;0,0256
86;TELECOM AMERICAS;962716,11;0,4517;2040,3289
86;TELECOM ITALIA;569455,38;0,2672;713,9584
86;TELEFONICA;595240,96;0,2793;780,0849
87;AMERICA NET;7,88;0,0;0,0
87;DATORA;17520,0;0,0083;0,6889
87;OUTROS;15,63;0,0;0,0
87;SURF TELECOM;3435,0;0,0016;0,0256
87;TELECOM AMERICAS;783172,97;0,3721;1384,5840999999998
87;TELECOM ITALIA;716290,23;0,3404;1158,7215999999999
87;TELEFONICA;584041,48;0,2775;770,0625000000001
88;AMERICA NET;3,63;0,0;0,0
88;DATORA;8211,75;0,0024;0,05759999999999999
88;OUTROS;110,02;0,0;0,0
88;SURF TELECOM;4047,22;0,0012;0,014399999999999998
88;TELECOM AMERICAS;1083583,71;0,3184;1013,7856
88;TELECOM ITALIA;1328778,58;0,3904;1524,1216000000002
88;TELEFONICA;978918,76;0,2876;827,1376000000001
89;AMERICA NET;2,37;0,0;0,0
89;DATORA;145,38;0,0002;0,0004
89;OUTROS;5,24;0,0;0,0
89;SURF TELECOM;2818,96;0,003;0,09
89;TELECOM AMERICAS;419821,25;0,4536;2057,5296000000003
89;TELECOM ITALIA;217863,97999999998;0,2354;554,1315999999999
89;TELEFONICA;284819,78;0,3078;947,4084
91;AMERICA NET;1,88;0,0;0,0
91;DATORA;4623,0;0,001;0,01
91;OUTROS;426,37;0,0001;0,0001
91;SURF TELECOM;4088,76;0,0008;0,0064
91;TELECOM AMERICAS;2021685,69;0,4162;1732,2244
91;TELECOM ITALIA;1335370,79;0,2749;755,7000999999999
91;TELEFONICA;1490835,7;0,3069;941,8761000000001
92;AMERICA NET;6,0;0,0;0,0
92;DATORA;1207,75;0,0004;0,0016
92;OUTROS;1535,4999999999998;0,0005;0,0025
92;SURF TELECOM;3187,09;0,0009;0,0081
92;TELECOM AMERICAS;1332387,8399999999;0,3926;1541,3476
92;TELECOM ITALIA;329420,5;0,0971;94,28410000000002
92;TELEFONICA;1725593,77;0,5085;2585,7224999999994
93;DATORA;10180,62;0,0089;0,7920999999999999
93;OUTROS;263,12;0,0002;0,0004
93;SURF TELECOM;2921,45;0,0026;0,0676
93;TELECOM AMERICAS;183899,89;0,1616;261,1456
93;TELECOM ITALIA;137781,71;0,1211;146,6521
93;TELEFONICA;802703,15;0,7055;4977,302500000001
94;AMERICA NET;5,25;0,0;0,0
94;DATORA;8461,75;0,0053;0,2809
94;OUTROS;73,5;0,0;0,0
94;SURF TELECOM;2147,2;0,0014;0,0196
94;TELECOM AMERICAS;333501,2;0,2101;441,42010000000005
94;TELECOM ITALIA;278271,58;0,1753;307,30090000000007
94;TELEFONICA;965217,17;0,6079;3695,4240999999997
95;AMERICA NET;2,75;0,0;0,0
95;DATORA;16136,0;0,0241;5,8081
95;SURF TELECOM;2765,98;0,0041;0,16810000000000003
95;TELECOM AMERICAS;183027,34;0,2729;744,7440999999999
95;TELECOM ITALIA;104945,76999999999;0,1565;244,9225
95;TELEFONICA;363768,55;0,5424;2941,9775999999997
96;AMERICA NET;32,239999999999995;0,0;0,0
96;DATORA;56,5;0,0001;0,0001
96;OUTROS;8,76;0,0;0,0
96;SURF TELECOM;2614,3599999999997;0,0033;0,1089
96;TELECOM AMERICAS;231055,36000000002;0,2939;863,7720999999999
96;TELECOM ITALIA;207827,28;0,2643;698,5448999999999
96;TELEFONICA;344591,41;0,4383;1921,0689000000002
97;DATORA;225,0;0,0004;0,0016
97;OUTROS;1,13;0,0;0,0
97;SURF TELECOM;2714,1099999999997;0,0044;0,19360000000000002
97;TELECOM AMERICAS;363589,4;0,5931;3517,6760999999997
97;TELECOM ITALIA;93698,86;0,1529;233,78410000000002
97;TELEFONICA;152759,14;0,2492;621,0064000000001
98;AMERICA NET;2,12;0,0;0,0
98;DATORA;9633,0;0,0028;0,0784
98;OUTROS;10064,38;0,0029;0,0841
98;SURF TELECOM;3504,3300000000004;0,001;0,01
98;TELECOM AMERICAS;1536218,67;0,4399;1935,1201
98;TELECOM ITALIA;552815,14;0,1583;250,5889
98;TELEFONICA;1380254,98;0,3952;1561,8304
99;AMERICA NET;1,25;0,0;0,0
99;DATORA;152,88;0,0001;0,0001
99;OUTROS;12,870000000000001;0,0;0,0
99;SURF TELECOM;2889,4900000000002;0,0014;0,0196
99;TELECOM AMERICAS;934614,12;0,4493;2018,7049
99;TELECOM ITALIA;549706,73;0,2643;698,5448999999999
99;TELEFONICA;592607,54;0,2849;811,6801
